label	sentence	source	category
0	Mettre ses actes en conformation avec ses idées.	https://www.academie-francaise.fr/conformite-conformation	Extensions de sens abusives
0	La conformation de leurs opinions les a réunis.	https://www.academie-francaise.fr/conformite-conformation	Extensions de sens abusives
0	La conformité du phoque lui permet une nage rapide.	https://www.academie-francaise.fr/conformite-conformation	Extensions de sens abusives
1	Perdre l’a rendu boudeur.	https://www.academie-francaise.fr/chafouin	Extensions de sens abusives
1	Un râleur qui n’est jamais satisfait.	https://www.academie-francaise.fr/chafouin	Extensions de sens abusives
0	Perdre l’a rendu chafouin.	https://www.academie-francaise.fr/chafouin	Extensions de sens abusives
0	Un chafouin qui n’est jamais satisfait.	https://www.academie-francaise.fr/chafouin	Extensions de sens abusives
1	Calfeutrer un grenier pour le rendre habitable.	https://www.academie-francaise.fr/calfater-calfeutrer	Extensions de sens abusives
1	Il reste calfeutré tout l’hiver dans sa chambre.	https://www.academie-francaise.fr/calfater-calfeutrer	Extensions de sens abusives
0	Calfater un grenier pour le rendre habitable.	https://www.academie-francaise.fr/calfater-calfeutrer	Extensions de sens abusives
0	Il reste calfaté tout l’hiver dans sa chambre.	https://www.academie-francaise.fr/calfater-calfeutrer	Extensions de sens abusives
1	Les membres du jury lui ont décerné ce prix prestigieux, les membres du jury d’agrégation l’ont classé deuxième.	https://www.academie-francaise.fr/les-jures-pour-les-membres-du-jury	Extensions de sens abusives
0	Les jurés lui ont décerné ce prix prestigieux, les jurés d’agrégation l’ont classé deuxième.	https://www.academie-francaise.fr/les-jures-pour-les-membres-du-jury	Extensions de sens abusives
1	La rétraction des cornes de l’escargot.	https://www.academie-francaise.fr/retraction-retractation	Extensions de sens abusives
1	La rétractation forcée de Galilée devant le tribunal de l’Inquisition.	https://www.academie-francaise.fr/retraction-retractation	Extensions de sens abusives
0	La rétractation des cornes de l’escargot.	https://www.academie-francaise.fr/retraction-retractation	Extensions de sens abusives
0	La rétraction forcée de Galilée devant le tribunal de l’Inquisition.	https://www.academie-francaise.fr/retraction-retractation	Extensions de sens abusives
1	L’aubain était un étranger non naturalisé vivant en France.	https://www.academie-francaise.fr/naturaliser-nationaliser	Extensions de sens abusives
1	La nationalisation des usines Renault en 1945.	https://www.academie-francaise.fr/naturaliser-nationaliser	Extensions de sens abusives
0	L’aubain était un étranger non nationalisé vivant en France.	https://www.academie-francaise.fr/naturaliser-nationaliser	Extensions de sens abusives
0	La naturalisation des usines Renault en 1945.	https://www.academie-francaise.fr/naturaliser-nationaliser	Extensions de sens abusives
1	Il fait sa méridienne tous les jours.	https://www.academie-francaise.fr/meridionale-pour-meridienne	Extensions de sens abusives
0	Il fait sa méridionale tous les jours.	https://www.academie-francaise.fr/meridionale-pour-meridienne	Extensions de sens abusives
1	Les anciens soumettaient les nouveaux à des mesures vexatoires.	https://www.academie-francaise.fr/vexatoire-pour-vexant	Extensions de sens abusives
1	Les corvées imposées aux paysans étaient des mesures vexatoires.	https://www.academie-francaise.fr/vexatoire-pour-vexant	Extensions de sens abusives
1	Il a entendu des propos vexants sur sa tenue.	https://www.academie-francaise.fr/vexatoire-pour-vexant	Extensions de sens abusives
0	Les anciens soumettaient les nouveaux à des mesures vexantes.	https://www.academie-francaise.fr/vexatoire-pour-vexant	Extensions de sens abusives
0	Les corvées imposées aux paysans étaient des mesures vexantes.	https://www.academie-francaise.fr/vexatoire-pour-vexant	Extensions de sens abusives
0	Il a entendu des propos vexatoires sur sa tenue.	https://www.academie-francaise.fr/vexatoire-pour-vexant	Extensions de sens abusives
1	Il est toujours bileux à l’approche des examens.	https://www.academie-francaise.fr/bileux-bilieux	Extensions de sens abusives
1	Un insupportable bilieux toujours prompt à s’échauffer.	https://www.academie-francaise.fr/bileux-bilieux	Extensions de sens abusives
0	Il est toujours bilieux à l’approche des examens.	https://www.academie-francaise.fr/bileux-bilieux	Extensions de sens abusives
0	Un insupportable bileux toujours prompt à s’échauffer.	https://www.academie-francaise.fr/bileux-bilieux	Extensions de sens abusives
0	Il faut privilégier le vélo à la voiture.	https://www.academie-francaise.fr/privilegier-au-sens-de-preferer	Extensions de sens abusives
1	Il faut privilégier le vélo.	https://www.academie-francaise.fr/privilegier-au-sens-de-preferer	Extensions de sens abusives
1	L’annonce de la catastrophe la laissa tout ébaubie.	https://www.academie-francaise.fr/ebaubir-pour-ebaudir	Extensions de sens abusives
1	Le peuple s’ébaudissait quand un nouveau roi montait sur le trône.	https://www.academie-francaise.fr/ebaubir-pour-ebaudir	Extensions de sens abusives
0	L’annonce de la catastrophe la laissa tout ébaudie.	https://www.academie-francaise.fr/ebaubir-pour-ebaudir	Extensions de sens abusives
0	Le peuple s’ébaubissait quand un nouveau roi montait sur le trône.	https://www.academie-francaise.fr/ebaubir-pour-ebaudir	Extensions de sens abusives
0	Trente millions de Français ont effectué leurs trois doses de vaccin.	https://www.academie-francaise.fr/effectuer-au-sens-de-recevoir	Extensions de sens abusives
1	Trente millions de Français ont reçu leurs trois doses de vaccin.	https://www.academie-francaise.fr/effectuer-au-sens-de-recevoir	Extensions de sens abusives
1	Toutes les portes sont fermées, il n’est pas possible de sortir, il n’y pas d’issue.	https://www.academie-francaise.fr/echappatoire-au-sens-d-issue-de-secours	Extensions de sens abusives
0	Toutes les portes sont fermées, il n’y a pas d’échappatoire.	https://www.academie-francaise.fr/echappatoire-au-sens-d-issue-de-secours	Extensions de sens abusives
1	Elle l’adjurait en vain de renoncer à son projet.	https://www.academie-francaise.fr/abjurer-pour-adjurer	Extensions de sens abusives
1	Il a abjuré ses erreurs de jeunesse.	https://www.academie-francaise.fr/abjurer-pour-adjurer	Extensions de sens abusives
0	Elle l’abjurait en vain de renoncer à son projet.	https://www.academie-francaise.fr/abjurer-pour-adjurer	Extensions de sens abusives
0	Il a adjuré ses erreurs de jeunesse.	https://www.academie-francaise.fr/abjurer-pour-adjurer	Extensions de sens abusives
1	Il lui est indifférent, elle ne lui prête aucune attention.	https://www.academie-francaise.fr/calculer-au-sens-de-prendre-en-consideration	Extensions de sens abusives
1	Il ne l’a même pas vu, même pas remarqué.	https://www.academie-francaise.fr/calculer-au-sens-de-prendre-en-consideration	Extensions de sens abusives
0	Elle ne le calcule pas.	https://www.academie-francaise.fr/calculer-au-sens-de-prendre-en-consideration	Extensions de sens abusives
0	Il ne l’a même pas calculé.	https://www.academie-francaise.fr/calculer-au-sens-de-prendre-en-consideration	Extensions de sens abusives
1	La gent marcassine.	https://www.academie-francaise.fr/la-gente-pour-la-gent	Extensions de sens abusives
1	On appelait jadis les enseignants la gent qui porte férule.	https://www.academie-francaise.fr/la-gente-pour-la-gent	Extensions de sens abusives
0	La gente marcassine.	https://www.academie-francaise.fr/la-gente-pour-la-gent	Extensions de sens abusives
0	On appelait jadis les enseignants la gente qui porte férule.	https://www.academie-francaise.fr/la-gente-pour-la-gent	Extensions de sens abusives
1	Tu ne trouves pas qu’il exagère ?	https://www.academie-francaise.fr/javoue	Extensions de sens abusives
1	Son appartement est sublime !	https://www.academie-francaise.fr/javoue	Extensions de sens abusives
1	Le ministre a annoncé aux journalistes qu’il quitterait bientôt la vie politique.	https://www.academie-francaise.fr/confier-au-sens-d-annoncer	Extensions de sens abusives
1	Le chanteur a fait part à son public que cette tournée était la dernière.	https://www.academie-francaise.fr/confier-au-sens-d-annoncer	Extensions de sens abusives
0	Le ministre a confié aux journalistes qu’il quitterait bientôt la vie politique.	https://www.academie-francaise.fr/confier-au-sens-d-annoncer	Extensions de sens abusives
0	Le chanteur a confié à son public que cette tournée était la dernière.	https://www.academie-francaise.fr/confier-au-sens-d-annoncer	Extensions de sens abusives
1	On l’a informé des résultats de l’élection.	https://www.academie-francaise.fr/prevenir	Extensions de sens abusives
1	Le tocsin annonçait qu’il y avait eu un décès ou une catastrophe.	https://www.academie-francaise.fr/prevenir	Extensions de sens abusives
0	On l’a prévenu des résultats de l’élection.	https://www.academie-francaise.fr/prevenir	Extensions de sens abusives
0	Le tocsin prévenait qu’il y avait eu un décès, une catastrophe.	https://www.academie-francaise.fr/prevenir	Extensions de sens abusives
0	Il m’a prévenu qu’il était déjà passé hier.	https://www.academie-francaise.fr/prevenir	Extensions de sens abusives
1	Il m’a prévenu qu’il passerait demain.	https://www.academie-francaise.fr/prevenir	Extensions de sens abusives
1	Nabuchodonosor investit la ville de Tyr pendant treize ans puis la prit.	https://www.academie-francaise.fr/investir	Extensions de sens abusives
1	Stalingrad fut investie pendant 872 jours mais ne fut pas prise.	https://www.academie-francaise.fr/investir	Extensions de sens abusives
0	Nabuchodonosor investit la ville de Tyr après treize ans de siège.	https://www.academie-francaise.fr/investir	Extensions de sens abusives
0	Stalingrad ne fut pas investie malgré un siège de 872 jours.	https://www.academie-francaise.fr/investir	Extensions de sens abusives
1	Apposer sa signature au bas d’un acte de mariage.	https://www.academie-francaise.fr/paraphe-pour-signature	Extensions de sens abusives
1	Pour être utilisable, le passeport doit porter la signature du possesseur.	https://www.academie-francaise.fr/paraphe-pour-signature	Extensions de sens abusives
0	Apposer son paraphe au bas d’un acte de mariage.	https://www.academie-francaise.fr/paraphe-pour-signature	Extensions de sens abusives
0	Pour être utilisable, le passeport doit porter le paraphe du possesseur.	https://www.academie-francaise.fr/paraphe-pour-signature	Extensions de sens abusives
1	Des tomates hachées fin.	https://www.academie-francaise.fr/les-hauts-fonds-et-les-haut-parleurs	Emplois fautis
1	Une lettre écrite petit.	https://www.academie-francaise.fr/les-hauts-fonds-et-les-haut-parleurs	Emplois fautis
1	Il a eu la jambe brisée net.	https://www.academie-francaise.fr/les-hauts-fonds-et-les-haut-parleurs	Emplois fautis
0	Des tomates hachées fines.	https://www.academie-francaise.fr/les-hauts-fonds-et-les-haut-parleurs	Emplois fautis
0	Une lettre écrite petite.	https://www.academie-francaise.fr/les-hauts-fonds-et-les-haut-parleurs	Emplois fautis
0	Il a eu la jambe brisée nette.	https://www.academie-francaise.fr/les-hauts-fonds-et-les-haut-parleurs	Emplois fautis
1	Il va à la pêche, elle va au bureau.	https://www.academie-francaise.fr/il-va-t-etre	Emplois fautis
1	Il va être en retard.	https://www.academie-francaise.fr/il-va-t-etre	Emplois fautis
0	Il va-t-à la pêche, elle va-t-au bureau.	https://www.academie-francaise.fr/il-va-t-etre	Emplois fautis
0	Il va-t-être en retard.	https://www.academie-francaise.fr/il-va-t-etre	Emplois fautis
1	Il va arriver d’un moment à l’autre.	https://www.academie-francaise.fr/il-va-t-etre	Emplois fautis
0	Il va-t-arriver d’un moment à l’autre.	https://www.academie-francaise.fr/il-va-t-etre	Emplois fautis
1	Comment va-t-il ?	https://www.academie-francaise.fr/il-va-t-etre	Emplois fautis
0	Comment va il ?	https://www.academie-francaise.fr/il-va-t-etre	Emplois fautis
1	Il va en Angleterre.	https://www.academie-francaise.fr/il-va-t-etre	Emplois fautis
0	Il va-t-en Angleterre.	https://www.academie-francaise.fr/il-va-t-etre	Emplois fautis
1	Cette situation pousse à s’interroger.	https://www.academie-francaise.fr/cette-situation-interroge	Emplois fautis
1	Une telle misère nous amène à nous interroger, s’impose à notre attention.	https://www.academie-francaise.fr/cette-situation-interroge	Emplois fautis
0	Cette situation interroge.	https://www.academie-francaise.fr/cette-situation-interroge	Emplois fautis
0	Une telle misère nous interroge, nous interpelle.	https://www.academie-francaise.fr/cette-situation-interroge	Emplois fautis
1	À qui pensez-vous ?	https://www.academie-francaise.fr/interrogative-directe-sans-inversion-vous-allez-ou	Emplois fautis
1	Viendrez-vous demain ?	https://www.academie-francaise.fr/interrogative-directe-sans-inversion-vous-allez-ou	Emplois fautis
0	Vous pensez à qui ?	https://www.academie-francaise.fr/interrogative-directe-sans-inversion-vous-allez-ou	Emplois fautis
0	Vous viendrez demain ?	https://www.academie-francaise.fr/interrogative-directe-sans-inversion-vous-allez-ou	Emplois fautis
1	Cette embarcation prend l’eau, il faut étancher la coque.	https://www.academie-francaise.fr/etancheiser-ou-etancheifier-pour-etancher	Emplois fautis
1	Étancher une cuve qui fuit.	https://www.academie-francaise.fr/etancheiser-ou-etancheifier-pour-etancher	Emplois fautis
0	Cette embarcation prend l’eau, il faut étanchéiser la coque.	https://www.academie-francaise.fr/etancheiser-ou-etancheifier-pour-etancher	Emplois fautis
0	Étanchéifier une cuve qui fuit.	https://www.academie-francaise.fr/etancheiser-ou-etancheifier-pour-etancher	Emplois fautis
1	Son attitude lui répugne.	https://www.academie-francaise.fr/il-la-repugne-pour-il-lui-repugne	Emplois fautis
1	De tels personnages leur répugnent.	https://www.academie-francaise.fr/il-la-repugne-pour-il-lui-repugne	Emplois fautis
1	Ce plat lui répugne.	https://www.academie-francaise.fr/il-la-repugne-pour-il-lui-repugne	Emplois fautis
0	Son attitude le, la répugne.	https://www.academie-francaise.fr/il-la-repugne-pour-il-lui-repugne	Emplois fautis
0	De tels personnages les répugnent.	https://www.academie-francaise.fr/il-la-repugne-pour-il-lui-repugne	Emplois fautis
0	Ce plat le, la répugne.	https://www.academie-francaise.fr/il-la-repugne-pour-il-lui-repugne	Emplois fautis
1	Eh bien ! en voilà une nouvelle !	https://www.academie-francaise.fr/et-bien-pour-eh-bien	Emplois fautis
1	Eh bien, dansez maintenant !	https://www.academie-francaise.fr/et-bien-pour-eh-bien	Emplois fautis
0	Et bien ! en voilà une nouvelle !	https://www.academie-francaise.fr/et-bien-pour-eh-bien	Emplois fautis
0	Et bien, dansez maintenant !	https://www.academie-francaise.fr/et-bien-pour-eh-bien	Emplois fautis
1	Quelle est la marche à suivre pour relancer le moteur ?	https://www.academie-francaise.fr/la-demarche-suivre	Emplois fautis
1	Respectez la marche à suivre ou l’expérience échouera.	https://www.academie-francaise.fr/la-demarche-suivre	Emplois fautis
0	Quelle est la démarche à suivre pour relancer le moteur ?	https://www.academie-francaise.fr/la-demarche-suivre	Emplois fautis
0	Respectez la démarche à suivre ou l’expérience échouera.	https://www.academie-francaise.fr/la-demarche-suivre	Emplois fautis
1	Il a songé à une démarche ingénieuse pour résoudre ce problème.	https://www.academie-francaise.fr/la-demarche-suivre	Emplois fautis
1	Il a dû faire de nombreuses démarches avant de voir sa requête satisfaite.	https://www.academie-francaise.fr/la-demarche-suivre	Emplois fautis
1	À un moment donné, la voiture a fait une embardée et est allée dans le fossé.	https://www.academie-francaise.fr/il-y-un-moment-donne	Emplois fautis
1	Il y a un moment où il faudra rentrer.	https://www.academie-francaise.fr/il-y-un-moment-donne	Emplois fautis
0	Il y a un moment donné, la voiture a fait une embardée et est allée dans le fossé.	https://www.academie-francaise.fr/il-y-un-moment-donne	Emplois fautis
0	Il y a un moment donné où il faudra rentrer.	https://www.academie-francaise.fr/il-y-un-moment-donne	Emplois fautis
1	On a retrouvé le corps décapité de la victime.	https://www.academie-francaise.fr/une-tete-decapitee	Emplois fautis
0	On a retrouvé la tête décapitée de la victime.	https://www.academie-francaise.fr/une-tete-decapitee	Emplois fautis
1	Il risque de tout perdre.	https://www.academie-francaise.fr/en-risque-de-pour-en-danger-de	Emplois fautis
1	Il est en danger de se noyer.	https://www.academie-francaise.fr/en-risque-de-pour-en-danger-de	Emplois fautis
0	Il est en risque de tout perdre.	https://www.academie-francaise.fr/en-risque-de-pour-en-danger-de	Emplois fautis
0	Il est en risque de se noyer.	https://www.academie-francaise.fr/en-risque-de-pour-en-danger-de	Emplois fautis
1	Ces articles ne sont pas référencés dans notre catalogue.	https://www.academie-francaise.fr/referencier	Emplois fautis
1	Il faut toujours référencer vos citations.	https://www.academie-francaise.fr/referencier	Emplois fautis
0	Ces articles ne sont pas référenciés dans notre catalogue.	https://www.academie-francaise.fr/referencier	Emplois fautis
0	Il faut toujours référencier vos citations.	https://www.academie-francaise.fr/referencier	Emplois fautis
1	L’avocat de la défense peut récuser un certain nombre de jurés.	https://www.academie-francaise.fr/refuter-pour-recuser	Emplois fautis
1	Sa rigoureuse démonstration sera difficile à réfuter.	https://www.academie-francaise.fr/refuter-pour-recuser	Emplois fautis
0	L’avocat de la défense peut réfuter un certain nombre de jurés.	https://www.academie-francaise.fr/refuter-pour-recuser	Emplois fautis
0	Sa rigoureuse démonstration sera difficile à récuser.	https://www.academie-francaise.fr/refuter-pour-recuser	Emplois fautis
1	Yehudi Menuhin fut un prodige du violon.	https://www.academie-francaise.fr/prodige-pour-prodigue	Extensions de sens abusives
0	Yehudi Menuhin fut un prodigue du violon.	https://www.academie-francaise.fr/prodige-pour-prodigue	Extensions de sens abusives
1	La mandragore entrait jadis dans la composition des philtres d’amour.	https://www.academie-francaise.fr/filtre-pour-philtre	Extensions de sens abusives
1	Le garagiste a changé le filtre à air.	https://www.academie-francaise.fr/filtre-pour-philtre	Extensions de sens abusives
0	La mandragore entrait jadis dans la composition des filtres d’amour.	https://www.academie-francaise.fr/filtre-pour-philtre	Extensions de sens abusives
0	Le garagiste a changé le philtre à air.	https://www.academie-francaise.fr/filtre-pour-philtre	Extensions de sens abusives
1	L’avenir de cette entreprise est incertain.	https://www.academie-francaise.fr/devenir-au-sens-d-avenir-evolution	Extensions de sens abusives
1	L’évolution des techniques spatiales.	https://www.academie-francaise.fr/devenir-au-sens-d-avenir-evolution	Extensions de sens abusives
0	Le devenir de cette entreprise est incertain.	https://www.academie-francaise.fr/devenir-au-sens-d-avenir-evolution	Extensions de sens abusives
0	Le devenir des techniques spatiales.	https://www.academie-francaise.fr/devenir-au-sens-d-avenir-evolution	Extensions de sens abusives
1	L’avenir de ses enfants est assuré.	https://www.academie-francaise.fr/devenir-au-sens-d-avenir-evolution	Extensions de sens abusives
0	Le devenir de ses enfants est assuré.	https://www.academie-francaise.fr/devenir-au-sens-d-avenir-evolution	Extensions de sens abusives
1	Le nouveau règlement entrera en vigueur le 1er janvier.	https://www.academie-francaise.fr/entrer-en-force-pour-entrer-en-vigueur	Extensions de sens abusives
1	Un décret entre en vigueur le lendemain de sa publication sur tout le territoire français.	https://www.academie-francaise.fr/entrer-en-force-pour-entrer-en-vigueur	Extensions de sens abusives
0	Le nouveau règlement entrera en force le 1er janvier.	https://www.academie-francaise.fr/entrer-en-force-pour-entrer-en-vigueur	Extensions de sens abusives
0	Un décret entre en force le lendemain de sa publication sur tout le territoire français.	https://www.academie-francaise.fr/entrer-en-force-pour-entrer-en-vigueur	Extensions de sens abusives
1	Il s’adressa à lui d’un air inquisiteur.	https://www.academie-francaise.fr/un-ton-inquisitoire-pour-un-ton-inquisiteur	Extensions de sens abusives
1	Elle l’observait avec une curiosité inquisitrice.	https://www.academie-francaise.fr/un-ton-inquisitoire-pour-un-ton-inquisiteur	Extensions de sens abusives
0	Il s’adressa à lui d’un air inquisitoire.	https://www.academie-francaise.fr/un-ton-inquisitoire-pour-un-ton-inquisiteur	Extensions de sens abusives
0	Elle l’observait avec une curiosité inquisitoire.	https://www.academie-francaise.fr/un-ton-inquisitoire-pour-un-ton-inquisiteur	Extensions de sens abusives
1	Cinq policiers viendront renforcer le commissariat, l’effectif du commissariat.	https://www.academie-francaise.fr/effectif-au-sens-de-membre-dun-groupe	Extensions de sens abusives
1	Il faudrait trois surveillants de plus pour le lycée.	https://www.academie-francaise.fr/effectif-au-sens-de-membre-dun-groupe	Extensions de sens abusives
0	Cinq effectifs viendront renforcer le commissariat.	https://www.academie-francaise.fr/effectif-au-sens-de-membre-dun-groupe	Extensions de sens abusives
0	Il faudrait trois effectifs de plus pour le lycée.	https://www.academie-francaise.fr/effectif-au-sens-de-membre-dun-groupe	Extensions de sens abusives
1	L’échographie permet de visualiser sur un écran le fœtus au cours de la grossesse.	https://www.academie-francaise.fr/visualiser-pour-voir	Extensions de sens abusives
0	Les parents peuvent visualiser le fœtus grâce à l’échographie.	https://www.academie-francaise.fr/visualiser-pour-voir	Extensions de sens abusives
1	L’éruption du Vésuve anéantit Pompéi.	https://www.academie-francaise.fr/eruption-pour-irruption	Extensions de sens abusives
1	Une éruption de boutons d’acné.	https://www.academie-francaise.fr/eruption-pour-irruption	Extensions de sens abusives
1	Les Huns ont fait irruption dans l’Empire romain.	https://www.academie-francaise.fr/eruption-pour-irruption	Extensions de sens abusives
0	L’irruption du Vésuve anéantit Pompéi.	https://www.academie-francaise.fr/eruption-pour-irruption	Extensions de sens abusives
0	Une irruption de boutons d’acné.	https://www.academie-francaise.fr/eruption-pour-irruption	Extensions de sens abusives
0	Les Huns ont fait éruption dans l’Empire romain.	https://www.academie-francaise.fr/eruption-pour-irruption	Extensions de sens abusives
1	Nous avons reçu immédiatement le document nécessaire.	https://www.academie-francaise.fr/derechef	Extensions de sens abusives
1	Je l’ai rejoint sans délai après qu’il me l’a demandé.	https://www.academie-francaise.fr/derechef	Extensions de sens abusives
1	Il a répondu aussitôt.	https://www.academie-francaise.fr/derechef	Extensions de sens abusives
0	Nous avons reçu derechef le document nécessaire.	https://www.academie-francaise.fr/derechef	Extensions de sens abusives
0	Je l’ai rejoint derechef après qu’il me l’a demandé.	https://www.academie-francaise.fr/derechef	Extensions de sens abusives
0	Il a répondu derechef.	https://www.academie-francaise.fr/derechef	Extensions de sens abusives
1	Le dépôt d’un projet de loi par le gouvernement.	https://www.academie-francaise.fr/deposition-pour-depot	Extensions de sens abusives
1	La déposition d’un abbé par le pape.	https://www.academie-francaise.fr/deposition-pour-depot	Extensions de sens abusives
0	La déposition d’un projet de loi par le gouvernement.	https://www.academie-francaise.fr/deposition-pour-depot	Extensions de sens abusives
0	Le dépôt d’un abbé par le pape.	https://www.academie-francaise.fr/deposition-pour-depot	Extensions de sens abusives
1	Ces pays dictatoriaux ne sont pas des États de droit.	https://www.academie-francaise.fr/un-etat-de-droit-mais-letat-de-droit	Extensions de sens abusives
1	L’état de droit assure à tous l’égalité devant la loi.	https://www.academie-francaise.fr/un-etat-de-droit-mais-letat-de-droit	Extensions de sens abusives
0	Ces pays dictatoriaux ne sont pas des états de droit.	https://www.academie-francaise.fr/un-etat-de-droit-mais-letat-de-droit	Extensions de sens abusives
0	L’État de droit assure à tous l’égalité devant la loi.	https://www.academie-francaise.fr/un-etat-de-droit-mais-letat-de-droit	Extensions de sens abusives
1	L’état de droit veut que tous les citoyens soient traités de la même manière.	https://www.academie-francaise.fr/un-etat-de-droit-mais-letat-de-droit	Extensions de sens abusives
1	Voici les peuples qui aspirent à vivre dans un État de droit.	https://www.academie-francaise.fr/un-etat-de-droit-mais-letat-de-droit	Extensions de sens abusives
1	Il encourt une grosse amende pour sa conduite.	https://www.academie-francaise.fr/encourir-au-sens-de-risquer-courir-le-risque-de	Extensions de sens abusives
1	Pour un délit de cet ordre il encourt la prison.	https://www.academie-francaise.fr/encourir-au-sens-de-risquer-courir-le-risque-de	Extensions de sens abusives
1	S’il ne travaille pas plus, il risque d’échouer.	https://www.academie-francaise.fr/encourir-au-sens-de-risquer-courir-le-risque-de	Extensions de sens abusives
1	Son grand-oncle, qui était très dépensier, a dilapidé une grande part de la fortune familiale.	https://www.academie-francaise.fr/dispendieux-au-sens-de-depensier	Extensions de sens abusives
1	Cette affaire pourrait nuire à sa réputation.	https://www.academie-francaise.fr/reputationnel	Extensions de sens abusives
1	Cette affaire est dangereuse pour sa réputation.	https://www.academie-francaise.fr/reputationnel	Extensions de sens abusives
0	Cette affaire constitue pour lui un risque réputationnel.	https://www.academie-francaise.fr/reputationnel	Extensions de sens abusives
0	Cette affaire pourrait lui créer des dommages réputationnels.	https://www.academie-francaise.fr/reputationnel	Extensions de sens abusives
1	Ce charlatan nous a mystifiés.	https://www.academie-francaise.fr/mythifier-pour-mystifier	Extensions de sens abusives
1	Il a largement mythifié ses succès sportifs.	https://www.academie-francaise.fr/mythifier-pour-mystifier	Extensions de sens abusives
0	Ce charlatan nous a mythifiés.	https://www.academie-francaise.fr/mythifier-pour-mystifier	Extensions de sens abusives
0	Il a largement mystifié ses succès sportifs.	https://www.academie-francaise.fr/mythifier-pour-mystifier	Extensions de sens abusives
1	Cet homme, cette rencontre ont été mythifiés.	https://www.academie-francaise.fr/mythifier-pour-mystifier	Extensions de sens abusives
1	Il a mythifié les incidents de son voyage au point d’en faire une nouvelle Odyssée.	https://www.academie-francaise.fr/mythifier-pour-mystifier	Extensions de sens abusives
1	Il a été mystifié de la manière la plus plaisante.	https://www.academie-francaise.fr/mythifier-pour-mystifier	Extensions de sens abusives
1	Elle ne s’est pas laissé mystifier.	https://www.academie-francaise.fr/mythifier-pour-mystifier	Extensions de sens abusives
1	Le gouvernement a interdit les déplacements.	https://www.academie-francaise.fr/prevenir-au-sens-de-demander	Extensions de sens abusives
1	Le maire a défendu l’accès à la plage.	https://www.academie-francaise.fr/prevenir-au-sens-de-demander	Extensions de sens abusives
0	Le gouvernement a prévenu de ne pas se déplacer.	https://www.academie-francaise.fr/prevenir-au-sens-de-demander	Extensions de sens abusives
0	Le maire a prévenu qu’on n’aille pas sur la plage.	https://www.academie-francaise.fr/prevenir-au-sens-de-demander	Extensions de sens abusives
1	Le gouvernement a prévenu que les rassemblements seraient interdits.	https://www.academie-francaise.fr/prevenir-au-sens-de-demander	Extensions de sens abusives
0	Le gouvernement a prévenu de ne pas se rassembler.	https://www.academie-francaise.fr/prevenir-au-sens-de-demander	Extensions de sens abusives
1	Ce système permet de dépister un cancer.	https://www.academie-francaise.fr/depister-un-malade-pour-depister-une-maladie	Extensions de sens abusives
1	Ce système permet de dépister des tuberculoses.	https://www.academie-francaise.fr/depister-un-malade-pour-depister-une-maladie	Extensions de sens abusives
0	Ce système permet de dépister un cancereux.	https://www.academie-francaise.fr/depister-un-malade-pour-depister-une-maladie	Extensions de sens abusives
0	Ce système permet de dépister des tuberculeux.	https://www.academie-francaise.fr/depister-un-malade-pour-depister-une-maladie	Extensions de sens abusives
1	C’est lui qui a lancé le débat.	https://www.academie-francaise.fr/initier	Extensions de sens abusives
1	Elle est à l’origine de ce beau projet.	https://www.academie-francaise.fr/initier	Extensions de sens abusives
0	C’est lui qui a initié le débat.	https://www.academie-francaise.fr/initier	Extensions de sens abusives
0	Elle a initié ce beau projet.	https://www.academie-francaise.fr/initier	Extensions de sens abusives
0	Puis-je vous encaisser ?	https://www.academie-francaise.fr/puis-je-vous-encaisser	Extensions de sens abusives
1	Il est rémunéré à raison du travail accompli.	https://www.academie-francaise.fr/raison-de-pour-en-raison-de	Extensions de sens abusives
1	Ce thème devrait intéresser beaucoup de lecteurs.	https://www.academie-francaise.fr/thematique	Extensions de sens abusives
1	Quel sera le thème de la conférence ?	https://www.academie-francaise.fr/thematique	Extensions de sens abusives
0	Cette thématique devrait intéresser beaucoup de lecteurs.	https://www.academie-francaise.fr/thematique	Extensions de sens abusives
0	Quelle sera la thématique de la conférence ?	https://www.academie-francaise.fr/thematique	Extensions de sens abusives
1	L’Italie réalisa le premier doublé de l’histoire de la Coupe du monde de football.	https://www.academie-francaise.fr/doublet-pour-double	Extensions de sens abusives
1	« Fade » et « fétide », « hurler » et « ululer » sont des doublets.	https://www.academie-francaise.fr/doublet-pour-double	Extensions de sens abusives
0	L’Italie réalisa le premier doublet de l’histoire de la Coupe du monde de football.	https://www.academie-francaise.fr/doublet-pour-double	Extensions de sens abusives
0	« Fade » et « fétide », « hurler » et « ululer » sont des doublés.	https://www.academie-francaise.fr/doublet-pour-double	Extensions de sens abusives
1	Une pièce d’un très beau volume.	https://www.academie-francaise.fr/volumetrie-au-sens-de-volume-quantite-importante	Extensions de sens abusives
1	Il faudra deux camions pour transporter un tel volume.	https://www.academie-francaise.fr/volumetrie-au-sens-de-volume-quantite-importante	Extensions de sens abusives
0	Une pièce d’une très belle volumétrie.	https://www.academie-francaise.fr/volumetrie-au-sens-de-volume-quantite-importante	Extensions de sens abusives
0	Il faudra deux camions pour transporter une telle volumétrie.	https://www.academie-francaise.fr/volumetrie-au-sens-de-volume-quantite-importante	Extensions de sens abusives
